#1k0	rpm	2k0	rpm	3k0	rpm	4k0	rpm	5k0	rpm	6k0	rpm	7k0	rpm	8k0	rpm	9k0	rpm	10k0	rpm	11k0	rpm	12k0	rpm	13k0	rpm	14k0	rpm	15k0	rpm	16k0	rpm	20k0	rpm	25k0	rpm	30k0	rpm	35k0	rpm	40k0	rpm	45k0	rpm	50k0	rpm	55k0	rpm	60k0	rpm	65k0	rpm
8812.552	9920.3	8791.905	9975.4	8803.04	9979	8791.01	9989	8791.562	9977.6	8778.296	9980.7	8783.253	9979	8788.337	9970.8	8786.813	9979	8766.946	9984.1	8798.89	9947.7	8789.01	9977.8	8779.7	9968.2	8776.128	9992.9	8804.973	9898.6	8771.133	9984.1	8779.364	9988.5	8760.765	9983.5	8762.667	10003	8761.92	9992.1	8764.396	9981.4	8761.861	9987.6	8766.058	9978.3	8748.359	10009	8747.165	10007	8750.74	10004
8843.084	9915.2	8822.249	9977.9	8833.388	9982.3	8821.359	9975.3	8821.932	9968.9	8808.63	9986.8	8813.571	9979	8818.672	9979	8817.16	9971	8797.256	9989.1	8829.336	9943.7	8819.391	9965.3	8810.056	9973.3	8806.428	9993.3	8835.517	9898.6	8801.496	9976.4	8809.688	9984.1	8791.092	9984.1	8792.97	9997.3	8792.216	9991.2	8794.71	9987.8	8792.16	9993.3	8796.428	9968.9	8778.627	10004	8777.438	10008	8781.033	9996.6
8873.576	9925.3	8852.588	9981.5	8863.704	9987	8851.702	9976.9	8852.319	9963.2	8838.923	9994.2	8843.927	9973.9	8849.013	9978.5	8847.501	9978.4	8827.595	9978.6	8859.785	9943	8849.754	9976.7	8840.447	9961.7	8836.758	9983	8866.134	9886.9	8831.853	9973.5	8839.991	9984.1	8821.424	9983.1	8823.279	9991.4	8822.482	10004	8825.039	9982.8	8822.469	9989.1	8826.791	9976.7	8808.864	10013	8807.671	10014	8811.318	9997.8
8904.07	9925.1	8882.915	9980.6	8894.047	9977.6	8882.05	9981.9	8882.708	9965.1	8869.238	9987.6	8874.275	9982.1	8879.367	9973.9	8877.83	9982.5	8857.942	9970.4	8890.236	9941.3	8880.085	9982.3	8870.847	9961.8	8867.082	9981.2	8896.717	9898.6	8862.233	9965.8	8870.338	9970.8	8851.74	9986.6	8853.575	9994.1	8852.784	9997	8855.381	9977.1	8852.797	9983.3	8857.117	9984.1	8839.151	10003	8837.883	10014	8841.597	9996
8934.569	9927.2	8913.258	9978.9	8924.403	9973.9	8912.345	9994.2	8913.049	9979	8899.563	9981	8904.623	9975.5	8909.715	9981.9	8908.169	9979	8888.292	9979	8920.691	9940	8910.435	9973.6	8901.219	9968.2	8897.382	9993.4	8927.304	9897.2	8892.563	9983.8	8900.663	9984.1	8882.069	9983.6	8883.842	10000	8883.084	9993.2	8885.722	9979	8883.13	9986.5	8887.458	9979	8869.439	10002	8868.183	9993.2	8871.884	10003
8965.087	9926.7	8943.62	9971.9	8954.743	9981.9	8942.656	9988.3	8943.409	9971.7	8929.895	9987.3	8934.922	9975.5	8940.039	9980.9	8938.531	9971.2	8918.617	9981	8951.139	9943.7	8940.796	9971.7	8931.575	9973.9	8927.697	9986.6	8957.904	9892.3	8922.912	9981.7	8930.966	9984.1	8912.417	9982.1	8914.125	9998.6	8913.38	9991.3	8916.055	9986.4	8913.425	9994.2	8917.803	9976.5	8899.721	9995.6	8898.434	10009	8902.186	9997.6
8995.583	9928.6	8973.992	9965.4	8985.093	9982.3	8973.003	9970.6	8973.779	9965.3	8960.205	9985.5	8965.264	9978.3	8970.381	9977.9	8968.906	9967.4	8948.956	9981.6	8981.563	9943.7	8971.151	9973.9	8961.932	9973.5	8958.021	9984.1	8988.509	9891.2	8953.268	9973.9	8961.316	9973.9	8942.749	9976.1	8944.419	9994.2	8943.631	10009	8946.387	9982.2	8943.725	9992.4	8948.144	9979	8929.955	10014	8928.703	10000	8932.506	9991.6
9026.093	9923.6	9004.35	9973.9	9015.442	9975.4	9003.331	9983.5	9004.122	9978.8	8990.5	9993.9	8995.614	9975.4	9000.736	9973.9	8999.248	9977.9	8979.281	9984.1	9012.05	9933.7	9001.476	9984.1	8992.318	9963.8	8988.352	9982.3	9019.082	9901.1	8983.609	9978.5	8991.6	9999.3	8973.077	9983.6	8974.704	9998.3	8973.917	9996.8	8976.743	9973.3	8974.064	9979	8978.47	9984.1	8960.234	9996.3	8958.937	10011	8962.802	9994.2
9056.617	9918.6	9034.697	9977.1	9045.814	9968.9	9033.625	9994.2	9034.454	9986.3	9020.826	9980.8	9025.955	9979	9031.075	9979	9029.603	9973.7	9009.62	9979	9042.473	9950.9	9031.823	9976.3	9022.674	9973.9	9018.664	9988.5	9049.67	9896.6	9013.939	9982.8	9021.894	9990.8	9003.405	9984.1	9004.96	10008	9004.195	9996.1	9007.083	9979	9004.379	9987	9008.811	9981.4	8990.517	9995.8	8989.208	10002	8993.071	10003
9087.128	9923.1	9065.092	9966.2	9076.17	9973.9	9063.934	9989.1	9064.784	9982.6	9051.138	9989.1	9056.284	9983.1	9061.388	9987.5	9059.973	9965.2	9039.94	9980.6	9072.942	9938.6	9062.182	9972.8	9053.005	9982.7	9048.977	9988.4	9080.234	9903.7	9044.28	9979	9052.204	9989.1	9033.746	9978.8	9035.229	10004	9034.479	9999.1	9037.392	9989.2	9034.689	9989.1	9039.151	9979	9020.781	10001	9019.478	10004	9023.369	9993.7
9117.623	9928.1	9095.477	9966.9	9106.499	9983.3	9094.262	9983.4	9095.124	9979	9081.432	9991.1	9086.595	9989.1	9091.731	9977.9	9090.328	9973.7	9070.266	9984.1	9103.405	9938	9092.521	9979	9083.347	9976.9	9079.305	9983.9	9110.763	9903.7	9074.624	9976.9	9082.519	9986.7	9064.101	9973.9	9065.517	10003	9064.737	10012	9067.74	9976	9065.001	9988.1	9069.477	9984.1	9051.051	10003	9049.717	10012	9053.679	9989.1
9148.121	9928.4	9125.837	9972.2	9136.854	9973.9	9124.562	9992.6	9125.449	9984.1	9111.751	9985.9	9116.923	9983.3	9122.091	9971.4	9120.654	9983.8	9100.606	9979	9133.867	9938.6	9122.846	9984.1	9113.727	9968.5	9109.639	9986.5	9141.357	9898.2	9104.972	9982.3	9112.814	9994.2	9094.431	9982.6	9095.768	10005	9095.026	9996.3	9098.099	9971.9	9095.34	9979	9099.792	9987.4	9081.34	10001	9079.951	10011	9083.976	9990.8
9178.62	9927.3	9156.225	9962.9	9167.217	9976.8	9154.845	9997.7	9155.774	9980.6	9142.066	9987.8	9147.269	9976.8	9152.471	9966	9150.996	9977.1	9130.923	9979	9164.313	9943.7	9153.21	9971.1	9144.091	9970.6	9139.939	9992.1	9171.929	9901.2	9135.288	9987	9143.124	9989.1	9124.788	9972.6	9126.007	10013	9125.266	9996.3	9128.464	9970.6	9125.669	9983.7	9130.124	9982.2	9111.622	9999.1	9110.22	10000	9114.248	10007
9209.116	9928.6	9186.617	9963.3	9197.562	9978.6	9185.139	9994.2	9186.104	9983	9172.364	9992.8	9177.6	9982.4	9182.795	9984.1	9181.359	9976.4	9161.268	9970.6	9194.793	9932.5	9183.573	9971.9	9174.431	9979	9170.268	9983.1	9202.528	9893.7	9165.645	9973.7	9173.454	9983	9155.167	9971.2	9156.259	10009	9155.568	9992.4	9158.813	9981.3	9155.973	9986.1	9160.466	9977.9	9141.885	10006	9140.477	10012	9144.532	9998.1
9239.57	9941.3	9217.01	9962.7	9227.878	9986.8	9215.436	9993.6	9216.484	9968.9	9202.644	9995.8	9207.916	9986.6	9213.138	9976.9	9211.708	9975.5	9191.611	9977.7	9225.29	9926	9213.916	9977	9204.75	9979	9200.618	9981.5	9233.115	9896.7	9196.003	9973.9	9203.765	9989.1	9185.525	9973.3	9186.478	10009	9185.84	10008	9189.155	9977.9	9186.307	9984	9190.805	9981.3	9172.136	10009	9170.715	10013	9174.815	9998
9270.062	9928.6	9247.389	9971.6	9258.227	9976	9245.7	9993.6	9246.848	9971	9232.947	9997.2	9238.264	9982.1	9243.493	9973.9	9242.021	9987.8	9221.974	9970.8	9255.806	9920.2	9244.257	9979	9235.143	9955.5	9230.947	9983.5	9263.694	9895.2	9226.334	9982.4	9234.061	9994.1	9215.873	9975.8	9216.741	10007	9216.104	10001	9219.534	9966	9216.647	9979	9221.118	9988.9	9202.422	9997.9	9200.948	10016	9205.098	9995.8
9300.56	9928.4	9277.784	9966.3	9288.573	9977.3	9276.009	9988.8	9277.196	9981.7	9263.258	9988.9	9268.607	9977.9	9273.837	9977.7	9272.376	9973.7	9252.324	9975.3	9286.269	9937.2	9274.6	9976.9	9265.5	9972.8	9261.259	9989.1	9294.277	9898.6	9256.666	9986.8	9264.379	9985.5	9246.218	9977.7	9246.953	10024	9246.387	9998.5	9249.899	9970.3	9246.979	9982.9	9251.446	9985.4	9232.711	10001	9231.184	10014	9235.354	10012
9331.046	9936	9308.187	9958.8	9318.915	9979	9306.304	9994.2	9307.538	9977	9293.553	9994.1	9298.95	9978.7	9304.162	9984.1	9302.734	9972.8	9282.635	9989.1	9316.748	9932.5	9304.956	9972.8	9295.848	9982.3	9291.588	9983.4	9324.867	9890.4	9286.997	9982.6	9294.692	9987.8	9276.598	9965.7	9277.187	10011	9276.653	10004	9280.238	9979	9277.278	9992.9	9281.776	9982.5	9263.014	9997.1	9261.437	10008	9265.643	10002
9361.509	9935.2	9338.596	9961.8	9349.224	9991.4	9336.615	9988.3	9337.914	9960.7	9323.855	9998.8	9329.269	9985.5	9334.507	9976.2	9333.081	9976.4	9312.985	9981.7	9347.24	9928.4	9335.313	9973.8	9326.187	9975.3	9321.931	9977.5	9355.467	9890.3	9317.339	9978.3	9324.992	9992.7	9306.954	9973.9	9307.41	10018	9306.908	10009	9310.603	9973.9	9307.591	9987.4	9312.12	9976.9	9293.287	10006	9291.674	10013	9295.927	9999.3
9391.976	9938	9368.953	9973.1	9379.554	9982.9	9366.949	9981.1	9368.305	9962.1	9354.148	9994.1	9359.598	9983.3	9364.862	9973.9	9363.412	9982.1	9343.325	9981.9	9377.709	9930.7	9365.64	9983.6	9356.53	9978.7	9352.275	9976.2	9386.025	9906.1	9347.684	9978.6	9355.266	10007	9337.302	9981.7	9337.614	10023	9337.174	10004	9340.981	9971.2	9337.934	9977.5	9342.434	9987.6	9323.571	9999.3	9321.909	10014	9326.199	10007
9422.439	9938.6	9399.348	9966.3	9409.917	9971	9397.249	9995.5	9398.652	9976.4	9384.459	9989.1	9389.945	9976.4	9395.193	9982.2	9393.769	9973	9373.651	9984.1	9408.161	9941.3	9395.994	9973.9	9386.874	9977.6	9382.586	9988.4	9416.623	9893.7	9377.994	9989.1	9385.569	9997.3	9367.671	9968.9	9367.801	10026	9367.458	9999.1	9371.336	9973.9	9368.281	9976.2	9372.773	9981.6	9353.849	10001	9352.122	10014	9356.452	10009
9452.906	9937.4	9429.694	9966.3	9440.274	9973.9	9427.543	9994.2	9428.992	9979	9414.737	9989.1	9420.274	9983.3	9425.533	9979	9424.139	9968.6	9403.959	9985.5	9438.645	9931.1	9426.338	9976.9	9417.215	9979	9412.914	9983.9	9447.228	9891	9408.335	9979	9415.863	9994.2	9398.041	9966	9397.99	10029	9397.713	10008	9401.648	9988	9398.596	9987.3	9403.122	9976	9384.132	9999.2	9382.418	9994.2	9386.722	10003
9483.356	9943.2	9460.098	9957.7	9470.587	9988.2	9457.855	9987.2	9459.336	9977	9445.07	9986.5	9450.593	9991.6	9455.876	9977.7	9454.484	9976.2	9434.284	9980.4	9469.142	9926.6	9456.694	9973.9	9447.596	9968.5	9443.253	9981.4	9477.852	9888.7	9438.679	9979	9446.147	9997.5	9428.386	9976.9	9428.202	10021	9427.951	10013	9431.99	9977.9	9428.944	9975.5	9433.447	9984.1	9414.403	10008	9412.637	10019	9417.01	10002
9513.817	9938.6	9490.456	9975.3	9500.933	9976.5	9488.18	9984.1	9489.679	9978.6	9475.388	9991.8	9480.906	9987.4	9486.232	9973.2	9484.826	9978.6	9464.614	9982.5	9499.627	9930.8	9487.019	9984.1	9477.986	9962.8	9473.577	9980.8	9508.461	9893.7	9469.008	9983	9476.419	10007	9458.712	9984.1	9458.394	10028	9458.216	10004	9462.345	9973.2	9459.288	9977.5	9463.763	9987	9444.688	9999.3	9442.841	10024	9447.266	10008
9544.269	9943.4	9520.833	9967.8	9531.289	9976.4	9518.478	9993.4	9519.995	9986.7	9505.699	9989.1	9511.254	9975.8	9516.576	9977.3	9515.191	9973.6	9494.938	9980.9	9530.062	9947.1	9517.39	9968.9	9508.382	9960.6	9503.878	9992.7	9539.062	9892.4	9499.319	9989.1	9506.703	9998.2	9489.067	9973.9	9488.557	10037	9488.495	9996.1	9492.689	9976.9	9489.617	9982.5	9494.095	9982	9474.991	9997.4	9473.079	10013	9477.507	10017
9574.738	9936.6	9551.218	9960.3	9561.639	9976.1	9548.778	9993.6	9550.344	9975.4	9535.973	9989.1	9541.581	9984.1	9546.919	9978.8	9545.561	9968.9	9525.255	9992.3	9560.511	9941.7	9547.767	9967.3	9538.73	9976.1	9534.193	9986.6	9569.677	9887.5	9529.647	9983.3	9536.986	9999.3	9519.438	9968.9	9518.744	10032	9518.743	10006	9523.022	9986.5	9519.928	9989.1	9524.452	9973	9505.276	9998.6	9503.33	10009	9507.762	10008
9605.174	9947	9581.609	9963.3	9591.968	9983.6	9579.106	9983.9	9580.724	9965.7	9566.304	9983.4	9571.912	9983.8	9577.277	9972.1	9575.916	9973.9	9555.579	9984.1	9590.989	9932.6	9578.14	9968.9	9569.071	9979	9564.524	9982.6	9600.277	9892.4	9560.011	9970.8	9567.254	10004	9549.811	9968.7	9548.933	10026	9548.983	10012	9553.37	9982.1	9550.259	9982.6	9554.802	9975.9	9535.544	10000	9533.569	10012	9538.031	10004
9635.684	9923	9611.988	9971.7	9622.309	9978.9	9609.415	9989.2	9611.089	9970.8	9596.623	9991.8	9602.261	9975.6	9607.662	9963.8	9606.23	9987.4	9585.926	9971	9621.46	9938.6	9608.485	9977.5	9599.416	9977.1	9594.858	9986.4	9630.881	9892.3	9590.338	9984.1	9597.506	10009	9580.154	9976.8	9579.112	10033	9579.253	10003	9583.712	9977.7	9580.59	9975.8	9585.119	9992.6	9565.848	9997.2	9563.789	10019	9568.279	10006
9666.216	9921.4	9642.383	9960.5	9652.667	9973.4	9639.713	9992.5	9641.423	9981.1	9626.936	9987.2	9632.621	9971.7	9638.006	9976.9	9636.569	9979	9616.265	9978.7	9651.916	9940.4	9638.855	9965.2	9629.747	9982.5	9625.158	9992.7	9661.511	9885	9620.649	9989.1	9627.774	10004	9610.511	9972.4	9609.303	10029	9609.541	10002	9614.053	9979	9610.889	9975.8	9615.443	9980.8	9596.148	9993.6	9594.031	10017	9598.535	10008
9696.718	9930.9	9672.788	9958.8	9683.025	9973.9	9670.048	9980.7	9671.766	9977.1	9657.261	9980.9	9662.968	9976.8	9668.321	9986.6	9666.923	9973.9	9646.574	9989.1	9682.386	9938.6	9669.258	9958.8	9660.096	9982.7	9655.471	9987.7	9692.132	9880.7	9650.998	9981.5	9658.053	9996	9640.906	9963.8	9639.48	10034	9639.814	10007	9644.369	9986.6	9641.228	9976	9645.784	9979	9626.428	9996.3	9624.27	10012	9628.769	10014
9727.188	9942.1	9703.176	9963.8	9713.35	9984.1	9700.374	9984.1	9702.121	9973.9	9687.539	10002	9693.279	9988.7	9698.66	9979	9697.264	9978.3	9676.922	9975.3	9712.838	9941.2	9699.644	9960.3	9690.45	9973.9	9685.802	9982.6	9722.763	9883.1	9681.338	9981.5	9688.322	10004	9671.267	9971.7	9669.688	10023	9670.05	10014	9674.693	9984.1	9671.543	9986.6	9676.113	9983.7	9656.699	10008	9654.492	10018	9659.033	10001
9757.656	9936.5	9733.534	9973.9	9743.705	9973.9	9730.677	9984.1	9732.47	9975.5	9717.836	9993.6	9723.608	9983	9729.015	9975.3	9727.592	9983.9	9707.277	9973.6	9743.29	9941.8	9730.001	9973.2	9720.812	9971.4	9716.126	9980.4	9753.362	9893.7	9711.686	9975.5	9718.574	10009	9701.608	9978.1	9699.891	10024	9700.316	10004	9705.051	9972.1	9701.883	9979	9706.433	9986	9686.983	9999.3	9684.681	10018	9689.291	10006
9788.159	9925.3	9763.906	9968.9	9774.066	9972.5	9761.021	9977.7	9762.804	9980.9	9748.154	9991.9	9753.949	9977.9	9759.345	9982.3	9757.92	9983.3	9737.633	9975.3	9773.709	9952	9760.372	9968.9	9751.167	9973.9	9746.434	9991.5	9783.953	9896.2	9741.996	9988.8	9748.838	10001	9731.963	9973.1	9730.088	10026	9730.594	10001	9735.392	9978.3	9732.208	9984.1	9736.783	9981.3	9717.233	9999.3	9714.97	10002	9719.509	10019
9818.631	9935.9	9794.292	9960.2	9804.424	9973.9	9791.334	9987.8	9793.135	9975.5	9778.458	9994.2	9784.298	9976.1	9789.685	9978.6	9788.284	9973.9	9767.957	9981.2	9804.146	9940.6	9790.759	9963.8	9781.495	9983.6	9776.743	9989.1	9814.578	9888.4	9772.325	9983.5	9779.126	10001	9762.339	9967.8	9760.301	10027	9760.848	10009	9765.717	9984.1	9762.522	9987.4	9767.124	9978.9	9747.547	9987.6	9745.219	10005	9749.767	10012
9849.087	9940.8	9824.669	9967.3	9834.749	9980.5	9821.658	9984.1	9823.513	9971.2	9808.744	9998.9	9814.608	9988.8	9820.026	9979	9818.634	9975.3	9798.305	9975.3	9834.601	9940.3	9821.137	9971.7	9811.844	9975.7	9807.074	9975.9	9845.212	9881.3	9802.673	9975.8	9809.397	10004	9792.696	9973.9	9790.524	10018	9791.073	10018	9796.049	9975.5	9792.839	9987.3	9797.438	9987.4	9777.835	10003	9775.455	10014	9780.014	10012
9879.548	9935.5	9855.024	9971.1	9865.105	9973.9	9852.006	9982.1	9853.855	9977.8	9839.046	9997.2	9844.957	9981.8	9850.38	9973.9	9848.958	9984.1	9828.66	9973.9	9865.024	9945.7	9851.477	9979	9842.187	9978	9837.399	9984.1	9875.826	9888.7	9833.002	9983.3	9839.645	10006	9823.036	9981.4	9820.745	10015	9821.325	10009	9826.428	9965.3	9823.187	9981.3	9827.749	9989.1	9808.128	9996.9	9805.696	10018	9810.251	10014
9910.032	9932.2	9885.409	9966.6	9895.463	9973.1	9882.321	9987.3	9884.201	9977.1	9869.37	9981.1	9875.286	9983.8	9880.726	9976.8	9879.298	9978.1	9859.003	9977.9	9895.429	9956.8	9881.832	9973.9	9872.532	9977.6	9867.708	9991.4	9906.401	9888.7	9863.335	9986.8	9869.911	10000	9853.392	9973.5	9850.937	10027	9851.591	10004	9856.771	9977.5	9853.515	9983.8	9858.089	9978.5	9838.422	9994.2	9835.946	10006	9840.472	10019
9940.514	9933.5	9915.787	9960.9	9925.821	9973.8	9912.666	9976.8	9914.543	9979	9899.682	9989.1	9905.619	9986.5	9911.066	9979	9909.663	9973.9	9889.347	9977.3	9925.846	9952.4	9912.177	9977.5	9902.841	9991.5	9898.02	9987.8	9937.061	9872.7	9893.664	9983.6	9900.184	10007	9883.767	9967.8	9881.155	10016	9881.849	10006	9887.086	9987.1	9883.81	9994.2	9888.444	9973.9	9868.725	9997.1	9866.199	10009	9870.73	10012
9970.983	9936.9	9946.161	9968.9	9956.154	9986.5	9943.025	9972.9	9944.907	9973.9	9929.975	9994.2	9935.929	9989.2	9941.425	9971.9	9940.012	9981.2	9919.711	9970.7	9956.302	9945	9942.487	9977.5	9933.196	9973.9	9928.361	9978	9967.706	9878.5	9924.004	9979	9930.437	10008	9914.108	9979	9911.375	10019	9912.068	10019	9917.434	9975.8	9914.127	9985.6	9918.793	9981.9	9898.993	10004	9896.433	10014	9900.994	10001
10001.434	9943.3	9976.502	9979	9986.502	9975.8	9973.365	9978.7	9975.24	9973.9	9960.299	9984	9966.279	9975.7	9971.78	9973.9	9970.338	9985.4	9950.092	9965.4	9986.749	9943.7	9972.866	9965.6	9963.558	9971.6	9958.702	9979	9998.311	9885.3	9954.349	9977.9	9960.659	10018	9944.452	9979	9941.617	10017	9942.305	10014	9947.779	9977.4	9944.459	9982	9949.119	9980.6	9929.277	9998.3	9926.655	10018	9931.265	10007
10031.914	9933	10006.861	9972.7	10016.843	9975.6	10003.713	9975.3	10005.621	9965.4	9990.63	9983.5	9996.625	9977.1	10002.121	9978.6	10000.666	9982.5	9980.457	9970.7	10017.165	9953	10003.21	9977.7	9993.935	9960.8	9989.014	9988.2	10028.94	9883.7	9984.675	9984.1	9990.922	10007	9974.801	9975.8	9971.829	10021	9972.568	10007	9978.119	9979	9974.798	9982	9979.449	9983.4	9959.594	9995.5	9956.903	10011	9961.502	10013
10062.383	9936.2	10037.232	9965.7	10047.183	9981.4	10034.054	9978.5	10035.978	9973.9	10020.943	9989.1	10026.989	9976.8	10032.453	9981.7	10031.031	9973.9	10010.787	9983.4	10047.612	9943.3	10033.58	9968.9	10024.32	9960.7	10019.364	9979	10059.572	9883.1	10015.016	9979	10021.195	10001	10005.16	9972.4	10002.065	10014	10002.808	10012	10008.444	9984.1	10005.099	9995.5	10009.791	9978.4	9989.881	10003	9987.156	10009	9991.775	10007
10092.844	9938.6	10067.591	9973.6	10077.516	9986.5	10064.413	9971.5	10066.342	9970.7	10051.239	9993.7	10057.304	9987.7	10062.803	9979	10061.381	9975.4	10041.151	9973.9	10078.061	9942.3	10063.935	9973.9	10054.731	9955.1	10049.681	9979	10090.207	9881.9	10045.363	9976.4	10051.468	10007	10035.518	9975.3	10032.3	10010	10033.041	10014	10038.783	9979	10035.418	9991.9	10040.121	9983	10020.169	10003	10017.39	10014	10022.045	10003
10123.347	9930.8	10097.933	9979	10107.855	9979	10094.756	9977.5	10096.698	9973.9	10081.538	9992.2	10087.634	9982.5	10093.158	9973.9	10091.716	9980.9	10071.495	9977.7	10108.513	9942.2	10094.274	9975.7	10085.148	9953.8	10080.031	9973.9	10120.831	9888.7	10075.707	9978	10081.711	10011	10065.859	9979	10062.521	10019	10063.293	10009	10069.14	9973	10065.743	9983.6	10070.447	9984	10050.454	9998.4	10047.612	10019	10052.315	10004
10153.842	9928.4	10128.293	9972	10138.225	9965.5	10125.081	9984.1	10127.007	9989.1	10111.863	9984.1	10117.976	9977	10123.485	9983.1	10122.056	9979	10101.835	9978.9	10138.933	9951.7	10124.634	9971.7	10115.541	9953.8	10110.349	9991.8	10151.451	9880.5	10106.052	9978.1	10111.979	10000	10096.219	9971.9	10092.724	10024	10093.556	10001	10099.503	9971	10096.058	9987.6	10100.776	9984.1	10080.748	9994.2	10077.849	10013	10082.568	10008
10184.341	9927	10158.696	9958.8	10168.567	9979	10155.428	9976.7	10157.356	9981.2	10142.194	9983.6	10148.332	9973.9	10153.833	9982.9	10152.373	9979	10132.152	9986.8	10169.387	9935.1	10155.037	9958.8	10145.981	9951	10140.658	9989.1	10182.087	9875.8	10136.406	9973.9	10142.244	10001	10126.59	9968.6	10122.949	10018	10123.834	10001	10129.832	9982.8	10126.358	9993.4	10131.118	9979	10111.033	9998.1	10108.121	10007	10112.857	10002
10214.842	9931.5	10189.083	9960.2	10198.886	9979	10185.791	9971	10187.696	9978.3	10172.491	9993.7	10178.642	9989.1	10184.176	9977.3	10182.745	9967.6	10162.502	9981.6	10199.85	9938.4	10185.43	9960.9	10176.385	9957.4	10170.988	9982.6	10212.709	9880.4	10166.765	9972.6	10172.496	10009	10156.964	9968.9	10153.206	10012	10154.101	10001	10160.172	9979	10156.676	9985.9	10161.444	9980.6	10141.302	10004	10138.371	10006	10143.139	9999.3
10245.35	9923.3	10219.448	9970.5	10229.295	9961.3	10216.146	9970.8	10218.038	9979	10202.802	9989.1	10208.992	9975.4	10214.535	9971.9	10213.091	9977.1	10192.833	9982.8	10230.315	9937.1	10215.775	9976.8	10206.8	9953.8	10201.318	9983.7	10243.338	9880.1	10197.122	9973.9	10202.729	10014	10187.32	9973.9	10183.415	10022	10184.355	10008	10190.519	9971	10187.01	9981	10191.739	9994.2	10171.591	9997.2	10168.591	10019	10173.408	10004
10275.867	9920.7	10249.822	9968.5	10259.669	9968.3	10246.465	9989.2	10248.352	9987.4	10233.152	9981.5	10239.338	9977.1	10244.891	9973.9	10243.437	9970.6	10223.182	9981.5	10260.77	9940.6	10246.13	9973.9	10237.192	9961.5	10231.613	9994.2	10273.955	9887	10227.462	9979	10232.977	10005	10217.68	9972	10213.608	10027	10214.624	10000	10220.863	9977.1	10217.326	9986.9	10222.064	9980.9	10201.876	9998.3	10198.834	10017	10203.673	10001
10306.378	9923.6	10280.196	9968.8	10290.026	9973.5	10276.804	9979	10278.701	9981.2	10263.466	9988.9	10269.686	9982.3	10275.215	9984.1	10273.822	9963.6	10253.507	9984	10291.217	9943.7	10276.464	9973.9	10267.587	9966.4	10261.912	9992.1	10304.592	9878.7	10257.817	9973.9	10263.232	10008	10248.069	9962.8	10243.826	10016	10244.877	10009	10251.187	9980.7	10247.621	9994.2	10252.413	9982.3	10232.159	9999.3	10229.085	10006	10233.958	9998.2
10336.855	9930.6	10310.572	9967.7	10320.365	9975.7	10307.161	9972.2	10309.042	9978.5	10293.769	9991	10299.997	9988.5	10305.577	9966	10304.193	9968.9	10283.853	9976.8	10321.655	9946	10306.853	9962	10297.98	9955.9	10292.237	9980.6	10335.216	9888.7	10288.196	9971.1	10293.466	10014	10278.429	9972.7	10274.065	10014	10275.11	10014	10281.537	9981.2	10277.93	9989.1	10282.752	9981.2	10262.423	10006	10259.343	10011	10264.26	9997.6
10367.323	9936.9	10340.93	9973.9	10350.73	9976.3	10337.518	9975.3	10339.374	9982	10324.082	9987.9	10330.346	9975.3	10335.966	9962.4	10334.543	9979	10314.2	9971.1	10352.087	9948.6	10337.179	9984.1	10328.385	9957.1	10322.538	9992.1	10365.816	9892.5	10318.557	9972.4	10323.684	10019	10308.786	9973.9	10304.303	10014	10305.374	10001	10311.881	9976.5	10308.262	9982.2	10313.066	9987.6	10292.704	9995.9	10289.592	10006	10294.544	9998.6
10397.788	9938.6	10371.289	9973.4	10381.086	9973.9	10367.843	9984.1	10369.7	9984.1	10354.408	9980.9	10360.71	9970.8	10366.327	9972.5	10364.904	9971.2	10344.578	9966	10382.513	9953.8	10367.543	9970.8	10358.803	9952	10352.856	9992	10396.431	9888.1	10348.914	9973.9	10353.923	10013	10339.146	9972.1	10334.508	10022	10335.661	10002	10342.229	9981.5	10338.588	9984.1	10343.396	9983.1	10323.006	9997.7	10319.829	10013	10324.812	10004
10428.235	9940	10401.684	9966.9	10411.425	9976	10398.185	9977.6	10400.017	9986.5	10384.72	9988.8	10391.05	9979	10396.675	9981.2	10395.282	9965.8	10374.906	9983.5	10412.959	9943.7	10397.899	9970.3	10389.203	9955.1	10383.165	9989.1	10427.032	9892.7	10379.257	9977.9	10384.178	10008	10369.533	9963.5	10364.744	10014	10365.939	10002	10372.554	9980.5	10368.898	9989.1	10373.736	9979	10353.291	9998.8	10350.098	10004	10355.11	9993
10458.676	9945.7	10432.077	9967.5	10441.753	9983.9	10428.54	9973.9	10430.348	9982.9	10415.024	9996.6	10421.398	9982.3	10427.019	9977.3	10425.641	9973	10405.247	9978	10443.411	9941.8	10428.255	9973.9	10419.622	9952.3	10413.504	9979	10457.61	9892.7	10409.637	9968.5	10414.41	10011	10399.903	9965.3	10394.984	10013	10396.173	10014	10402.903	9981.6	10399.239	9980.3	10404.079	9978.2	10383.56	10004	10380.336	10013	10385.429	9985.7
10489.152	9930.2	10462.436	9973.9	10472.102	9982.1	10458.879	9975.7	10460.672	9980.6	10445.335	9988.6	10451.753	9973.9	10457.374	9973.9	10455.981	9979	10435.607	9971.6	10473.86	9942.8	10458.583	9983.4	10450.054	9948.6	10443.846	9978.1	10488.233	9885.5	10439.999	9971.7	10444.644	10014	10430.25	9976.8	10425.216	10011	10426.437	10006	10433.243	9981.3	10429.587	9975.5	10434.422	9979	10413.854	9994.2	10410.558	10018	10415.74	9989
